initial_prompt,prompt_schedule,num_tokens,num_adjectives,num_nouns
A mechanical keyboard with a clear protective pouch is newer than another without,"```python
prompts = [
    ""A mechanical keyboard with a clear protective pouch is newer than another without"",
    ""A mechanical keyboard with a clear protective pouch is newer than another without, both on a wooden desk"",
    ""A mechanical keyboard with a clear protective pouch is newer than another without, both on a wooden desk, papers scattered around"",
    ""A mechanical keyboard with a clear protective pouch is newer than another without, both on a wooden desk, papers scattered around, sunlight streaming through a window"",
    ""A mechanical keyboard with a clear protective pouch is newer than another without, both on a wooden desk, papers scattered around, sunlight streaming through a window, casting shadows over the surface""
]
```",13,4,2
A boy sits sullenly in his room,"```python
prompts = [
    ""A boy sits sullenly in his room"",
    ""A boy sits sullenly in his room, his Bluetooth headphones and cell phone scattered on the floor"",
    ""A boy sits sullenly in his room, his Bluetooth headphones and cell phone scattered on the floor, unmade bed"",
    ""A boy sits sullenly in his room, his Bluetooth headphones and cell phone scattered on the floor, unmade bed, posters covering the walls"",
    ""A boy sits sullenly in his room, his Bluetooth headphones and cell phone scattered on the floor, unmade bed, posters covering the walls, dim light filtering through curtains""
]
```",7,0,2
A little girl on the street holding a few pocket watches,"```python
prompts = [
    ""A little girl on the street holding a few pocket watches"",
    ""A little girl on the street holding a few pocket watches, worn and old"",
    ""A little girl on the street holding a few pocket watches, worn and old, cobblestone pavement"",
    ""A little girl on the street holding a few pocket watches, worn and old, cobblestone pavement, bustling crowd"",
    ""A little girl on the street holding a few pocket watches, worn and old, cobblestone pavement, bustling crowd, tall city buildings""
]
```",11,2,4
"Several silk scarves on a table, the longest is green","```python
prompts = [
    ""Several silk scarves on a table, the longest is green"",
    ""Several silk scarves on a table, the longest is green, others are not"",
    ""Several silk scarves on a table, the longest is green, others are not, wood grain visible"",
    ""Several silk scarves on a table, the longest is green, others are not, wood grain visible, sunlight streaming in"",
    ""Several silk scarves on a table, the longest is green, others are not, wood grain visible, sunlight streaming in, casting soft shadows""
]
```",11,3,3
A black-and-white checkered hammock is tied higher than a person,"```python
prompts = [
    ""A black-and-white checkered hammock is tied higher than a person"",
    ""A black-and-white checkered hammock is tied higher than a person, hanging between two tall trees"",
    ""A black-and-white checkered hammock is tied higher than a person, hanging between two tall trees, surrounded by lush green foliage"",
    ""A black-and-white checkered hammock is tied higher than a person, hanging between two tall trees, surrounded by lush green foliage, with patches of sunlight filtering through the leaves"",
    ""A black-and-white checkered hammock is tied higher than a person, hanging between two tall trees, surrounded by lush green foliage, with patches of sunlight filtering through the leaves, casting dancing shadows on the ground""
]
```",10,3,2
A rabbit standing on a stump looks more nervous than another rabbit not on a stump,"```python
prompts = [
    ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump"",
    ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump, surrounded by tall grass"",
    ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump, surrounded by tall grass, scattered wildflowers"",
    ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump, surrounded by tall grass, scattered wildflowers, a dense forest backdrop"",
    ""A rabbit standing on a stump looks more nervous than another rabbit not on a stump, surrounded by tall grass, scattered wildflowers, a dense forest backdrop, a clear sky overhead""
]
```",16,1,4
A cartoon figurine is taller than a realistic-style cat figurine,"```python
prompts = [
    ""A cartoon figurine is taller than a realistic-style cat figurine"",
    ""A cartoon figurine is taller than a realistic-style cat figurine, set on a wooden shelf"",
    ""A cartoon figurine is taller than a realistic-style cat figurine, set on a wooden shelf, surrounded by books"",
    ""A cartoon figurine is taller than a realistic-style cat figurine, set on a wooden shelf, surrounded by books, a soft lamp lighting the area"",
    ""A cartoon figurine is taller than a realistic-style cat figurine, set on a wooden shelf, surrounded by books, a soft lamp lighting the area, shadows gently cast across the shelf""
]
```",10,2,4
"A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain","```python
prompts = [
    ""A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain"",
    ""A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain, gray overcast sky"",
    ""A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain, gray overcast sky, splashing puddles"",
    ""A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain, gray overcast sky, splashing puddles, wet pavement"",
    ""A shorter man opens his umbrella in the rain, while a taller man does not open his umbrella in the rain, gray overcast sky, splashing puddles, wet pavement, blurred cityscape in the background""
]
```",22,1,7
"A caravan in the desert, with a person on each camel","```python
prompts = [
    ""A caravan in the desert, with a person on each camel"",
    ""A caravan in the desert, with a person on each camel, vast dunes"",
    ""A caravan in the desert, with a person on each camel, vast dunes, scorching sun overhead"",
    ""A caravan in the desert, with a person on each camel, vast dunes, scorching sun overhead, distant oasis on the horizon"",
    ""A caravan in the desert, with a person on each camel, vast dunes, scorching sun overhead, distant oasis on the horizon, footprints trailing behind in the sand""
]
```",12,0,4
An electric toothbrush with a cartoon design is cleaner than another without a cartoon design,"```python
prompts = [
    ""An electric toothbrush with a cartoon design is cleaner than another without a cartoon design"",
    ""An electric toothbrush with a cartoon design is cleaner than another without a cartoon design, shiny surfaces"",
    ""An electric toothbrush with a cartoon design is cleaner than another without a cartoon design, shiny surfaces, vibrant colors"",
    ""An electric toothbrush with a cartoon design is cleaner than another without a cartoon design, shiny surfaces, vibrant colors, bathroom counter"",
    ""An electric toothbrush with a cartoon design is cleaner than another without a cartoon design, shiny surfaces, vibrant colors, bathroom counter, beside a splash of soap""
]
```",15,2,5
